North Cascades National Park,Gorge Lake Campground,Stehekin Campground,NEWHALEM CAMPGROUND,LOWER GOODELL GROUP CAMPGROUND,UPPER GOODELL GROUP CAMPGROUND,Colonial Creek South Campground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Hartland Lake,NORTH HARTLAND LAKE BEACH (VT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Springfield Lake,Stoughton Pond Rec Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Umpqua Wild and Scenic River ,Cavitt Creek Falls Recreation Site,Eagleview Group Campground (Reservation),Lone Pine Group Campground (Reservation),MILLPOND PAVILION,ROCK CREEK PAVILION,TYEE PAVILION,Susan Creek Campground,TYEE CAMPGROUND (UMPQUA RIVER),Millpond Recreation Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northfield Brook Lake,NORTHFIELD BROOK LAKE GROUP SHELTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obed Wild & Scenic River,Rock Creek Campground (TN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okanogan-Wenatchee National Forest,NASON CREEK CAMPGROUND,EIGHTMILE CAMPGROUND,KACHESS,SALMON LA SAC,Bumping Lake Campground,MINERAL SPRINGS GROUP,Indian Creek (WA),COTTONWOOD CABIN,CLE ELUM RIVER GROUP SITE,TANEUM CABIN,CAYUSE HORSE CAMP,CHATTER CREEK GROUP SITE,BRIDGE CREEK GROUP SITE,TUMWATER GROUP SITE,EIGHTMILE GROUP SITE,AMERICAN RIDGE LODGE,KANER FLAT GROUP SITE,INDIAN FLAT GROUP SITE,PINE NEEDLE GROUP SITE,CLEAR LAKE GROUP SITE,EAST KACHESS GROUP SITE,SILVER FALLS GROUP SITE,Pine Flats Group Campground,COTTONWOOD CAMPGROUND (WA),Hause Creek Campground,HELLS CROSSING CAMPGROUND,Little Naches Campground,COUGAR FLAT,PLEASANT VALLEY CAMPGROUND,SAWMILL FLAT CAMPGROUND,CEDAR SPRINGS CAMPGROUND (WA) ,Soda Springs Campground,Willows Campground,Windy Point Campground,LODGEPOLE CAMPGROUND (WA),TEANAWAY GUARD STATION,LOST LAKE GROUP UNIT,AMERICAN RIVER GUARD STATION,SALMON COVE GROUP SITE,SOUTH FORK GROUP SITE,GROUSE CREEK GROUP SITE,WISH POOSH CAMPGROUND,ICICLE GROUP CAMPGROUND,KANER FLAT CAMPGROUND,AMERICAN FORKS CAMPGROUND,BONAPARTE LAKE CAMPGROUND,HALFWAY FLAT CAMPGROUND,Lake Creek Campground - Entiat River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okatibbee Lake,TWILTLEY BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okefenokee National Wildlife Refuge,Okefenokee National Wildlife Refuge Overnight Camping Permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Hickory Lake,AVONDALE,CAGES BEND,CEDAR CREEK (TN),LAGUARDO,LONE BRANCH,NAT CALDWELL PARK,OLD HICKORY BEACH,SHUTES BRANCH,ROCKLAND RECREATION AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olympic National Forest,WILLABY CAMPGROUND,COHO CAMPGROUND,LOUELLA CABIN,HAMMA HAMMA CABIN,INTERROREM CABIN,FALLS CREEK CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olympic National Park,KALALOCH,Mora Campground,SOL DUC HOT SPRINGS RESORT CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oologah Lake,Redbud Bay,BLUE CREEK,HAWTHORN BLUFF,SPENCER CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organ Pipe Cactus National Monument,TWIN PEAKS CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ottawa National Forest,Lake Ottawa Campground,BLACK RIVER HARBOR PAVILION,MARION LAKE GROUP SITE,SYLVANIA WILDERNESS BACKCOUNTRY CAMPING,Sylvania (Clark Lake) Campground,BLACK RIVER HARBOR CAMPGROUND,CLARK LAKE PAVILION,LAKE OTTAWA PAVILION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otter Brook Lake,OTTER BROOK LAKE BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ouachita Lake,STEPHENS PARK,Little Fir,BRADY MOUNTAIN,CRYSTAL SPRINGS,DENBY POINT,JOPLIN,TOMPKINS BEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ouachita National Forest,CEDAR LAKE (OKLAHOMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozark Lake,Clear Creek - Ozark Lake (AR),AUX ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozark National Scenic Riverways,BIG SPRING,ROUND SPRING,ALLEY SPRING,PULLTITE,TWO RIVERS,AKERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozark-St. Francis National Forests,COVE LAKE RECREATION AREA,LAKE WEDINGTON,BLANCHARD SPRINGS RECREATION AREA,WHITE ROCK MOUNTAIN RECREATION AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paint Creek Lake,PAINT CREEK DAM SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parker Strip Recreation Area,CROSSROADS CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Mayse Lake,Pat Mayse East,PAT MAYSE WEST,SANDERS COVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payette National Forest,COLD SPRINGS CAMPGROUND,SPRING CREEK CAMPGROUND,UPPER PAYETTE LAKE CAMPGROUND,BUCK PARK CABIN,GROUSE CAMPGROUND,EVERGREEN CAMPGROUND,MANN CREEK CAMPGROUND,PADDY FLAT GUARD STATION,COLD SPRINGS CAMPGROUND (OR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perry Lake,LONGVIEW,OLD TOWN,PERRY,ROCK CREEK (KS),SLOUGH CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philpott Lake,HORSESHOE POINT,PHILPOTT PARK,SALTHOUSE BRANCH,GOOSE POINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pictured Rocks National Lakeshore,Little Beaver Campground,Twelvemile Beach Campground,Hurricane River Campground,Pictured Rocks National Lakeshore Backcountry Camping Permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Creek Lake,LITTLE RIVER PARK,LOST RAPIDS,PINE CREEK COVE,TURKEY CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Flat Lake,TRIMMER CAMPGROUND,ISLAND PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinnacles National Park,PINNACLES CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas National Forest,Greenville Campground,LAKES BASIN,FRENCHMAN,HALLSTED,HUTCHINS,RED FEATHER CALIFORNIA,BIG COVE,CHILCOOT,COTTONWOOD (CA),SPRING CREEK,GRASSHOPPER FLAT,LIGHTNING TREE,GRIZZLY,LONE ROCK (CA),LONG POINT (CA),BOULDER CREEK (CA),BLACK MOUNTAIN LOOKOUT,RUNNING DEER CAMPGROUND,HORSE CAMPGROUND,SPANISH CREEK CAMPGROUND,WHITEHORSE CAMPGROUND,LITTLE BEAVER A CAMPGROUND ,WYANDOTTE A CAMPGROUND,CROCKER GUARD STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Reyes National Seashore,Point Reyes National Seashore Campground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomme De Terre Lake,DAMSITE,LIGHTFOOT LANDING,NEMO LANDING,OUTLET PARK,WHEATLAND PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomona Lake,CARBOLYN PARK,MICHIGAN VALLEY,OUTLET (POMONA LAKE),WOLF CREEK (KS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prescott National Forest,PLAYGROUND GROUP,THUMB BUTTE,TURNEY GULCH GROUP,UPPER WOLF CREEK GROUP,EAGLE RIDGE GROUP CAMPGROUND,SYCAMORE CABIN,HORSETHIEF CABIN,GROOM CREEK SCHOOLHOUSE,GROOM CREEK HORSE CAMP,LYNX CAMPGROUND,ALTO PIT OHV CAMPGROUND,YAVAPAI CAMPGROUND,WHITE SPAR CAMPGROUND,POTATO PATCH CAMPGROUND,HILLTOP CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince William Forest Park,Cabin Camp 3,OAK RIDGE CAMPGROUND,TELEGRAPH PICNIC PAVILION,TURKEY RUN RIDGE GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proctor Lake,COPPERAS CREEK,PROMONTORY,SOWELL CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSICC,Ophir Creek Campground (CO),ANGEL OF SHAVANO GROUP,CASCADE (COLORADO),CHALK LAKE,COLLEGIATE PEAKS,MOUNT PRINCETON,OHAVER LAKE,MEADOW RIDGE,PIKE COMMUNITY,RED ROCKS GROUP CAMPGROUND,THUNDER RIDGE,BUFFALO CAMPGROUND,KELSEY CAMPGROUND,LONE ROCK CAMPGROUND (CO),MEADOWS GROUP CAMPGROUND,BABY DOE,FATHER DYER,LA VISTA CAMPGROUND - LAKE ISABEL,LAKEVIEW CAMPGROUND,MOLLY BROWN,PRINTER BOY,ST CHARLES CAMPGROUND - LAKE ISABEL,SOUTHSIDE CAMPGROUND - LAKE ISABEL,SILVER DOLLAR,LODGEPOLE (CO),SOUTH MEADOWS,COLORADO CAMPGROUND,PAINTED ROCKS,MONARCH PARK,MAY QUEEN,WHITE STAR,KENOSHA PASS CAMPGROUND,MANITOU LAKE PAVILION,HAPPY MEADOWS,BUFFALO SPRINGS,ASPEN (CO),BLUE MOUNTAIN,ROUND MOUNTAIN,SPRINGER GULCH,RIVERSIDE (CO),SPILLWAY CAMPGROUND,COVE CAMPGROUND,JEFFERSON CREEK,HORSESHOE CAMPGROUND,PONDEROSA GROUP - LAKE ISABEL,SPRUCE GROUP - LAKE ISABEL,ROBERTS CABIN,LAKE ISABEL CABIN,TIMBERLINE CAMPGROUND,BASSAM GUARD STATION,INDIAN CREEK EQUESTRIAN CAMPGROUND,MINGUS RANCH,PURGATOIRE CAMPGROUND,ALVARADO CAMPGROUND,GENEVA PARK CAMPGROUND,CRESCENT MINING CAMP,DAWSON CABIN,DAVENPORT CAMPGROUND,SPRUCE GROVE CAMPGROUND,BURNING BEAR CAMPGROUND,BEAR LAKE CAMPGROUND (CO),BLUE LAKE CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.D. Bailey Lake,R.D. BAILEY LAKE GROUP SHELTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rathbun Lake,BRIDGEVIEW (RATHBUN LAKE),BUCK CREEK (RATHBUN LAKE),ISLAND VIEW (RATHBUN LAKE),PRAIRIE RIDGE (RATHBUN LAKE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raystown Lake,SEVEN POINTS (PA),SUSQUEHANNOCK,NANCY'S BOAT TO SHORE CAMPGROUND (PA),Aitch Picnic Shelter,Tatman Run Picnic Shelter,Corbin's Island Picnic Shelter,Seven Points Picnic Shelters,Weaver Falls Shelter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recreation - Chattahoochee-Oconee National Forest,FERN SPRINGS DAY USE PICNIC AREA,WILLIS KNOB HORSE CAMP,LAKE WINFIELD SCOTT REC,NANCYTOWN GROUP CAMPGROUND,POCKET PICNIC SHELTER,MORGANTON POINT,Desoto Falls Recreation Area,LAKE RABUN BEACH RECREATION AREA,LAKE RUSSELL RECREATION AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Rock Canyon National Conservation Area,Red Rock Canyon Campground,Red Spring Picnic Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rend Lake,SPILLWAY GROUP AREA,DALE MILLER YOUTH,DAM WEST AREA (DAY-USE),GUN CREEK,NORTH MARCUM DAY USE AREA,NORTH SANDUSKY CAMPGROUND,NORTH SANDUSKY DAY-USE,SOUTH MARCUM CAMPROUND,SOUTH MARCUM DAY USE,SOUTH SANDUSKY CAMPGROUND,SOUTH SANDUSKY DAY USE,SHAGBARK GROUP AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rio Grande National Forest,ASPEN GLADE,LAKE FORK(RIO GRANDE NATL FORE,MOGOTE,BIG MEADOWS RESERVOIR CAMPGROUND,THIRTY MILE,STONE CELLAR GUARD STATION,MARSHALL PARK,RIVER HILL,ELWOOD CABIN,CARNERO GUARD STATION,BREWERY CREEK GUARD STATION,UPPER CROSSING GUARD STATION,PLATORO CABIN 2,PLATORO CABIN 1,ALDER GUARD STATION,OFF COW CAMP CABIN,FITTON GUARD STATION CABIN,ELK CREEK CAMPGROUND (RIO GRANDE NF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Creek Park,Rock Creek Park Group Picnic Areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain National Park,GLACIER BASIN CAMPGROUND,MORAINE PARK CAMPGROUND,ASPENGLEN CAMPGROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogue River-Siskiyou National Forest,FAREWELL BEND CAMPGROUND,UNION CREEK CAMPGROUND - ROGUE RIVER,FISH LAKE CAMPGROUND - ROGUE RIVER,DOE POINT CAMPGROUND,HART-TISH PARK at APPLEGATE LAKE,CHINQUAPIN GROUP CAMPGROUND,SQUAW LAKES,WILLOW PRAIRIE HORSECAMP,BOLAN MOUNTAIN LOOKOUT,BALD KNOB LOOKOUT,WILLOW PRAIRIE CABIN,LAKE OF THE WOODS LOOKOUT,SNOW CAMP LOOKOUT,PACKERS CABIN,QUAIL PRAIRIE LOOKOUT,IMNAHA GUARD STATION,LUDLUM HOUSE,MCKEE BRIDGE COMMUNITY KITCHEN,BEAVER SULPHUR,BIG ELK GUARD STATION,LODGEPOLE GUARD STATION,JIM CREEK GROUP CAMPGROUND,SQUAW PEAK LOOKOUT,FLUMET FLAT GROUP CAMPGROUND,NORTH FORK CAMPGROUND (OR),WHISKEY SPRINGS CAMPGROUND,FOURBIT FORD CAMPGROUND,JACKSON CAMPGROUND ON THE APPLEGATE RIVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rough River Lake,AXTEL,NORTH FORK (KY),LAUREL BRANCH,CAVE CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguaro National Park,Saguaro National Park Wilderness Permits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakakawea Lake,DOWNSTREAM CAMPGROUND,WOLF CREEK CAMPGROUND (ND),EAST TOTTEN TRAIL CAMPGROUND (ND),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon Wild and Scenic River,WILDWOOD RECREATION SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
